trip_id,device_id,date,start_time,end_time,start_terminal,end_terminal,travel_time,dwell_time,SITR,day_of_week,day_name,hour_of_day,weekend,rush_hour,excess_travel_time,Direction,anomaly_score,behaviour
2115,128,2022-10-04,10:51:01,11:31:01,Kandy,Digana,40.0,2.516666666666666,0.06291666666666665,1,Tuesday,10.75,0,0,-17.56666666666667,Kandy-Digana,1,normal
2116,128,2022-10-04,13:50:46,14:31:58,Digana,Kandy,41.2,5.499999999999998,0.1334951456310679,1,Tuesday,13.75,0,0,-16.366666666666667,Digana-Kandy,1,normal
2117,128,2022-10-04,15:12:00,16:00:13,Kandy,Digana,48.21666666666667,5.866666666666667,0.12167300380228137,1,Tuesday,15.25,0,0,-9.350000000000001,Kandy-Digana,1,normal
2118,128,2022-10-14,08:01:23,08:44:46,Digana,Kandy,43.38333333333333,5.633333333333332,0.12985017287744907,4,Friday,8.0,0,1,-14.183333333333337,Digana-Kandy,1,normal
2119,128,2022-10-14,09:21:30,10:05:06,Kandy,Digana,43.6,3.6833333333333336,0.08448012232415902,4,Friday,9.25,0,0,-13.966666666666669,Kandy-Digana,1,normal
2120,128,2022-10-14,12:21:26,13:08:32,Digana,Kandy,47.1,8.23333333333333,0.17480537862703463,4,Friday,12.25,0,0,-10.466666666666669,Digana-Kandy,1,normal
2121,128,2022-10-14,14:01:45,14:52:14,Kandy,Digana,50.48333333333333,7.233333333333333,0.1432816110927699,4,Friday,14.0,0,0,-7.083333333333343,Kandy-Digana,1,normal
2122,128,2022-10-14,16:51:39,17:40:19,Digana,Kandy,48.66666666666666,5.483333333333332,0.11267123287671231,4,Friday,16.75,0,1,-8.900000000000013,Digana-Kandy,1,normal
2123,128,2022-10-14,18:48:24,19:29:50,Kandy,Digana,41.43333333333333,4.5666666666666655,0.11021721641190665,4,Friday,18.75,0,0,-16.13333333333334,Kandy-Digana,1,normal
2124,128,2022-10-15,07:42:05,08:20:56,Digana,Kandy,38.85,4.016666666666666,0.10338910338910336,5,Saturday,7.75,1,0,-18.71666666666667,Digana-Kandy,1,normal
2125,128,2022-10-15,08:52:13,09:32:40,Kandy,Digana,40.45,2.8500000000000005,0.07045735475896168,5,Saturday,8.75,1,0,-17.116666666666667,Kandy-Digana,1,normal
2126,128,2022-10-15,11:31:03,12:15:51,Digana,Kandy,44.8,5.88333333333333,0.1313244047619047,5,Saturday,11.5,1,0,-12.766666666666673,Digana-Kandy,1,normal
2127,128,2022-10-15,12:41:28,13:24:11,Kandy,Digana,42.71666666666667,3.6833333333333336,0.08622707764338666,5,Saturday,12.75,1,0,-14.850000000000001,Kandy-Digana,1,normal
2128,128,2022-10-15,15:01:48,15:44:34,Digana,Kandy,42.766666666666666,4.233333333333333,0.0989867498051442,5,Saturday,15.0,1,0,-14.800000000000004,Digana-Kandy,1,normal
2129,128,2022-10-15,16:31:30,17:16:59,Kandy,Digana,45.48333333333333,4.1,0.09014290949065593,5,Saturday,16.5,1,0,-12.083333333333343,Kandy-Digana,1,normal
2130,128,2022-10-18,06:38:27,07:33:32,Digana,Kandy,55.083333333333336,11.883333333333333,0.21573373676248106,1,Tuesday,6.75,0,0,-2.4833333333333343,Digana-Kandy,1,normal
2131,128,2022-10-18,08:00:40,08:47:11,Kandy,Digana,46.516666666666666,3.4166666666666665,0.073450376209244,1,Tuesday,8.0,0,1,-11.050000000000004,Kandy-Digana,1,normal
2132,128,2022-10-18,11:11:45,11:57:38,Digana,Kandy,45.88333333333333,9.666666666666664,0.21067925899019246,1,Tuesday,11.25,0,0,-11.683333333333337,Digana-Kandy,1,normal
2133,128,2022-10-18,12:42:32,13:30:12,Kandy,Digana,47.66666666666666,4.75,0.09965034965034968,1,Tuesday,12.75,0,0,-9.900000000000013,Kandy-Digana,1,normal
2134,128,2022-10-18,15:01:33,15:43:12,Digana,Kandy,41.65,6.333333333333332,0.15206082432973186,1,Tuesday,15.0,0,0,-15.916666666666671,Digana-Kandy,1,normal
2135,128,2022-10-18,16:40:36,17:30:45,Kandy,Digana,50.15,5.783333333333334,0.11532070455300766,1,Tuesday,16.75,0,1,-7.416666666666671,Kandy-Digana,1,normal
2136,128,2022-10-19,06:41:25,07:31:22,Digana,Kandy,49.95,9.283333333333331,0.18585251918585247,2,Wednesday,6.75,0,0,-7.616666666666667,Digana-Kandy,1,normal
2137,128,2022-10-19,08:11:56,08:58:14,Kandy,Digana,46.3,7.633333333333331,0.16486681065514755,2,Wednesday,8.25,0,1,-11.266666666666673,Kandy-Digana,1,normal
2138,128,2022-10-19,11:11:09,12:00:28,Digana,Kandy,49.31666666666667,12.233333333333334,0.24805677593781683,2,Wednesday,11.25,0,0,-8.25,Digana-Kandy,1,normal
2139,128,2022-10-19,12:32:22,13:24:11,Kandy,Digana,51.81666666666667,8.35,0.1611450627211322,2,Wednesday,12.5,0,0,-5.75,Kandy-Digana,1,normal
2140,128,2022-10-19,15:12:05,15:53:40,Digana,Kandy,41.583333333333336,6.016666666666665,0.14468937875751497,2,Wednesday,15.25,0,0,-15.983333333333334,Digana-Kandy,1,normal
2141,128,2022-10-19,16:41:57,17:32:44,Kandy,Digana,50.78333333333333,6.766666666666666,0.13324581555628487,2,Wednesday,16.75,0,1,-6.7833333333333385,Kandy-Digana,1,normal
2142,128,2022-10-20,06:50:24,07:42:58,Digana,Kandy,52.56666666666667,11.033333333333337,0.2098922003804693,3,Thursday,6.75,0,0,-5.0,Digana-Kandy,1,normal
2143,128,2022-10-20,08:20:52,09:10:02,Kandy,Digana,49.16666666666666,5.6000000000000005,0.1138983050847458,3,Thursday,8.25,0,1,-8.400000000000013,Kandy-Digana,1,normal
2144,128,2022-10-22,12:35:10,13:28:45,Kandy,Digana,53.583333333333336,9.85,0.1838258164852255,5,Saturday,12.5,1,0,-3.9833333333333343,Kandy-Digana,1,normal
2145,128,2022-10-23,08:51:40,09:36:36,Digana,Kandy,44.93333333333333,7.3166666666666655,0.16283382789317505,6,Sunday,8.75,1,0,-12.63333333333334,Digana-Kandy,1,normal
2146,128,2022-10-23,10:11:42,10:57:15,Kandy,Digana,45.55,6.699999999999999,0.14709110867178923,6,Sunday,10.25,1,0,-12.016666666666673,Kandy-Digana,1,normal
2147,128,2022-10-23,13:11:43,14:00:00,Digana,Kandy,48.28333333333333,8.233333333333333,0.17052122885743873,6,Sunday,13.25,1,0,-9.283333333333339,Digana-Kandy,1,normal
2148,128,2022-10-23,14:32:32,15:14:07,Kandy,Digana,41.583333333333336,2.65,0.06372745490981964,6,Sunday,14.5,1,0,-15.983333333333334,Kandy-Digana,1,normal
2149,128,2022-10-23,17:01:29,17:44:43,Digana,Kandy,43.23333333333333,5.3166666666666655,0.12297609868928296,6,Sunday,17.0,1,0,-14.333333333333343,Digana-Kandy,1,normal
2151,128,2022-10-25,06:11:25,06:59:58,Digana,Kandy,48.55,5.766666666666664,0.11877789220734633,1,Tuesday,6.25,0,0,-9.016666666666673,Digana-Kandy,1,normal
2152,128,2022-10-25,07:42:20,08:28:36,Kandy,Digana,46.266666666666666,4.799999999999999,0.10374639769452447,1,Tuesday,7.75,0,1,-11.300000000000004,Kandy-Digana,1,normal
2153,128,2022-10-25,11:00:37,11:43:10,Digana,Kandy,42.55,3.616666666666667,0.08499804151978067,1,Tuesday,11.0,0,0,-15.016666666666673,Digana-Kandy,1,normal
2154,128,2022-10-25,12:12:24,13:05:46,Kandy,Digana,53.36666666666667,7.466666666666667,0.13991255465334165,1,Tuesday,12.25,0,0,-4.200000000000003,Kandy-Digana,1,normal
2155,128,2022-10-25,15:10:42,15:58:09,Digana,Kandy,47.45,4.816666666666666,0.10151036178433438,1,Tuesday,15.25,0,0,-10.116666666666667,Digana-Kandy,1,normal
2156,128,2022-10-25,16:41:02,17:29:50,Kandy,Digana,48.8,6.566666666666667,0.13456284153005466,1,Tuesday,16.75,0,1,-8.766666666666673,Kandy-Digana,1,normal
2157,128,2022-10-26,06:12:09,06:54:13,Digana,Kandy,42.06666666666667,3.733333333333333,0.08874801901743264,2,Wednesday,6.25,0,0,-15.5,Digana-Kandy,1,normal
2158,128,2022-10-26,07:40:54,08:27:16,Kandy,Digana,46.36666666666667,4.65,0.10028756290438534,2,Wednesday,7.75,0,1,-11.200000000000003,Kandy-Digana,1,normal
2159,128,2022-10-26,10:51:37,11:40:56,Digana,Kandy,49.31666666666667,7.78333333333333,0.15782358905035476,2,Wednesday,10.75,0,0,-8.25,Digana-Kandy,1,normal
2160,128,2022-10-26,12:21:43,13:14:21,Kandy,Digana,52.63333333333333,6.4,0.12159594680177328,2,Wednesday,12.25,0,0,-4.933333333333337,Kandy-Digana,1,normal
2161,128,2022-10-26,15:11:29,15:55:22,Digana,Kandy,43.88333333333333,5.933333333333332,0.13520698822635774,2,Wednesday,15.25,0,0,-13.683333333333337,Digana-Kandy,1,normal
2162,128,2022-10-26,16:41:20,17:30:52,Kandy,Digana,49.53333333333333,6.3166666666666655,0.12752355316285327,2,Wednesday,16.75,0,1,-8.033333333333339,Kandy-Digana,1,normal
2163,128,2022-10-28,05:59:08,06:41:07,Digana,Kandy,41.98333333333333,3.416666666666667,0.08138150059547442,4,Friday,6.0,0,0,-15.583333333333343,Digana-Kandy,1,normal
2164,128,2022-10-28,07:42:20,08:25:59,Kandy,Digana,43.65,4.3500000000000005,0.09965635738831617,4,Friday,7.75,0,1,-13.916666666666671,Kandy-Digana,1,normal
2165,128,2022-10-28,10:51:19,11:40:41,Digana,Kandy,49.36666666666667,4.183333333333334,0.08474004051316679,4,Friday,10.75,0,0,-8.200000000000003,Digana-Kandy,1,normal
2166,128,2022-10-28,12:32:47,13:25:51,Kandy,Digana,53.06666666666667,5.85,0.11023869346733667,4,Friday,12.5,0,0,-4.5,Kandy-Digana,1,normal
2167,128,2022-10-29,06:51:03,07:32:10,Digana,Kandy,41.11666666666667,5.499999999999998,0.13376570733684634,5,Saturday,6.75,1,0,-16.450000000000003,Digana-Kandy,1,normal
2168,128,2022-10-29,08:18:23,09:07:56,Kandy,Digana,49.55,5.549999999999999,0.11200807265388495,5,Saturday,8.25,1,0,-8.016666666666673,Kandy-Digana,1,normal
2169,128,2022-10-29,12:11:14,13:07:16,Digana,Kandy,56.03333333333333,13.6,0.2427126710291493,5,Saturday,12.25,1,0,-1.5333333333333385,Digana-Kandy,1,normal
2170,128,2022-10-29,13:31:31,14:20:29,Kandy,Digana,48.96666666666667,8.533333333333331,0.17426820966643972,5,Saturday,13.5,1,0,-8.600000000000001,Kandy-Digana,1,normal
2171,128,2022-10-29,17:21:02,18:23:00,Digana,Kandy,61.96666666666667,17.1,0.2759548144163529,5,Saturday,17.25,1,0,4.399999999999999,Digana-Kandy,-1,anomaly
2172,128,2022-10-29,19:44:10,20:27:30,Kandy,Digana,43.333333333333336,4.266666666666667,0.09846153846153846,5,Saturday,19.75,1,0,-14.233333333333334,Kandy-Digana,1,normal
2173,250,2022-10-01,09:31:43,10:25:15,Digana,Kandy,53.53333333333333,13.116666666666667,0.2450186799501868,5,Saturday,9.5,1,0,-4.0333333333333385,Digana-Kandy,1,normal
2174,250,2022-10-01,10:52:16,11:48:02,Kandy,Digana,55.766666666666666,9.300000000000002,0.16676628810520028,5,Saturday,10.75,1,0,-1.8000000000000043,Kandy-Digana,1,normal
2175,250,2022-10-01,14:31:16,15:23:26,Digana,Kandy,52.16666666666666,10.033333333333337,0.19233226837060713,5,Saturday,14.5,1,0,-5.400000000000013,Digana-Kandy,1,normal
2176,250,2022-10-01,16:01:17,17:01:17,Kandy,Digana,60.0,6.349999999999999,0.10583333333333331,5,Saturday,16.0,1,0,2.43333333333333,Kandy-Digana,1,normal
2177,250,2022-10-01,18:21:32,19:11:34,Digana,Kandy,50.03333333333333,7.983333333333332,0.15956029313790804,5,Saturday,18.25,1,0,-7.5333333333333385,Digana-Kandy,1,normal
2178,250,2022-10-01,19:49:54,20:39:55,Kandy,Digana,50.016666666666666,13.333333333333336,0.2665778073975342,5,Saturday,19.75,1,0,-7.550000000000004,Kandy-Digana,1,normal
2179,250,2022-10-03,08:50:57,09:36:50,Digana,Kandy,45.88333333333333,4.95,0.10788231020704686,0,Monday,8.75,0,1,-11.683333333333337,Digana-Kandy,1,normal
2180,250,2022-10-03,10:21:08,11:05:18,Kandy,Digana,44.16666666666666,3.6833333333333336,0.08339622641509437,0,Monday,10.25,0,0,-13.400000000000013,Kandy-Digana,1,normal
2181,250,2022-10-03,13:41:16,14:32:04,Digana,Kandy,50.8,8.633333333333333,0.16994750656167978,0,Monday,13.75,0,0,-6.766666666666673,Digana-Kandy,1,normal
2182,250,2022-10-03,15:11:10,15:59:46,Kandy,Digana,48.6,7.433333333333333,0.1529492455418381,0,Monday,15.25,0,0,-8.966666666666669,Kandy-Digana,1,normal
2183,250,2022-10-04,08:41:01,09:25:23,Digana,Kandy,44.36666666666667,6.383333333333333,0.14387678437265214,1,Tuesday,8.75,0,1,-13.200000000000003,Digana-Kandy,1,normal
2184,250,2022-10-04,10:11:49,10:57:53,Kandy,Digana,46.06666666666667,4.266666666666667,0.09261939218523878,1,Tuesday,10.25,0,0,-11.5,Kandy-Digana,1,normal
2185,250,2022-10-04,13:11:35,14:07:35,Digana,Kandy,56.0,10.41666666666667,0.18601190476190482,1,Tuesday,13.25,0,0,-1.56666666666667,Digana-Kandy,1,normal
2186,250,2022-10-04,14:31:13,15:15:57,Kandy,Digana,44.73333333333333,4.933333333333334,0.11028315946348735,1,Tuesday,14.5,0,0,-12.833333333333343,Kandy-Digana,1,normal
2187,250,2022-10-04,17:21:09,18:04:44,Digana,Kandy,43.583333333333336,4.916666666666666,0.11281070745697895,1,Tuesday,17.25,0,1,-13.983333333333334,Digana-Kandy,1,normal
2188,250,2022-10-04,19:54:56,20:28:55,Kandy,Digana,33.983333333333334,1.6666666666666667,0.04904364884747425,1,Tuesday,20.0,0,0,-23.583333333333336,Kandy-Digana,-1,anomaly
2189,250,2022-10-05,08:41:17,09:27:20,Digana,Kandy,46.05,5.416666666666667,0.11762576909156715,2,Wednesday,8.75,0,1,-11.516666666666673,Digana-Kandy,1,normal
2190,250,2022-10-05,09:51:54,10:37:12,Kandy,Digana,45.3,2.916666666666667,0.06438557763061076,2,Wednesday,9.75,0,0,-12.266666666666673,Kandy-Digana,1,normal
2191,250,2022-10-05,12:41:03,13:37:47,Digana,Kandy,56.73333333333333,9.783333333333331,0.17244418331374853,2,Wednesday,12.75,0,0,-0.8333333333333428,Digana-Kandy,1,normal
2192,250,2022-10-05,14:02:05,14:53:21,Kandy,Digana,51.266666666666666,6.183333333333333,0.1206111833550065,2,Wednesday,14.0,0,0,-6.300000000000004,Kandy-Digana,1,normal
2193,250,2022-10-05,16:21:12,17:06:48,Digana,Kandy,45.6,6.249999999999999,0.1370614035087719,2,Wednesday,16.25,0,1,-11.966666666666669,Digana-Kandy,1,normal
2194,250,2022-10-05,17:41:43,18:20:08,Kandy,Digana,38.41666666666666,2.1666666666666665,0.056399132321041226,2,Wednesday,17.75,0,1,-19.150000000000013,Kandy-Digana,-1,anomaly
2195,250,2022-10-06,07:50:15,08:34:11,Digana,Kandy,43.93333333333333,3.2500000000000004,0.07397572078907437,3,Thursday,7.75,0,1,-13.63333333333334,Digana-Kandy,1,normal
2196,250,2022-10-06,09:21:00,10:02:44,Kandy,Digana,41.73333333333333,5.083333333333333,0.12180511182108628,3,Thursday,9.25,0,0,-15.833333333333343,Kandy-Digana,1,normal
2197,250,2022-10-06,11:41:00,12:20:52,Digana,Kandy,39.86666666666667,3.066666666666667,0.07692307692307693,3,Thursday,11.75,0,0,-17.700000000000003,Digana-Kandy,1,normal
2198,250,2022-10-06,12:59:28,13:52:04,Kandy,Digana,52.6,10.91666666666667,0.20754119138149563,3,Thursday,13.0,0,0,-4.966666666666669,Kandy-Digana,1,normal
2199,250,2022-10-13,07:29:55,08:10:08,Digana,Kandy,40.21666666666667,3.833333333333333,0.09531703273932862,3,Thursday,7.5,0,1,-17.35,Digana-Kandy,1,normal
2200,250,2022-10-13,09:01:29,09:49:40,Kandy,Digana,48.18333333333333,7.266666666666667,0.15081286751988932,3,Thursday,9.0,0,1,-9.38333333333334,Kandy-Digana,1,normal
2201,250,2022-10-13,12:11:02,13:16:02,Digana,Kandy,65.0,19.63333333333335,0.30205128205128234,3,Thursday,12.25,0,0,7.43333333333333,Digana-Kandy,-1,anomaly
2202,250,2022-10-13,13:30:29,14:20:10,Kandy,Digana,49.68333333333333,7.549999999999999,0.15196242871519622,3,Thursday,13.5,0,0,-7.88333333333334,Kandy-Digana,1,normal
2203,250,2022-10-13,16:01:00,16:47:10,Digana,Kandy,46.16666666666666,3.900000000000001,0.08447653429602892,3,Thursday,16.0,0,1,-11.400000000000013,Digana-Kandy,1,normal
2204,250,2022-10-13,17:31:35,18:20:07,Kandy,Digana,48.53333333333333,7.45,0.15350274725274726,3,Thursday,17.5,0,1,-9.033333333333339,Kandy-Digana,1,normal
2205,250,2022-10-15,07:01:16,07:41:06,Digana,Kandy,39.833333333333336,4.666666666666666,0.11715481171548114,5,Saturday,7.0,1,0,-17.733333333333334,Digana-Kandy,1,normal
2206,250,2022-10-15,08:01:29,08:47:10,Kandy,Digana,45.68333333333333,3.3,0.07223641006931777,5,Saturday,8.0,1,0,-11.88333333333334,Kandy-Digana,1,normal
2207,250,2022-10-15,11:00:58,11:42:24,Digana,Kandy,41.43333333333333,5.716666666666666,0.13797264682220434,5,Saturday,11.0,1,0,-16.13333333333334,Digana-Kandy,1,normal
2208,250,2022-10-15,12:02:02,12:52:37,Kandy,Digana,50.583333333333336,6.749999999999998,0.1334431630971993,5,Saturday,12.0,1,0,-6.983333333333334,Kandy-Digana,1,normal
2209,250,2022-10-15,14:41:26,15:29:31,Digana,Kandy,48.083333333333336,5.166666666666666,0.10745233968804158,5,Saturday,14.75,1,0,-9.483333333333334,Digana-Kandy,1,normal
2210,250,2022-10-15,16:01:34,16:47:32,Kandy,Digana,45.96666666666667,4.000000000000001,0.08701957940536623,5,Saturday,16.0,1,0,-11.600000000000001,Kandy-Digana,1,normal
2211,250,2022-10-16,07:59:48,08:42:56,Digana,Kandy,43.13333333333333,8.016666666666666,0.18585780525502316,6,Sunday,8.0,1,0,-14.433333333333337,Digana-Kandy,1,normal
2212,250,2022-10-16,09:41:24,10:33:16,Kandy,Digana,51.86666666666667,5.633333333333333,0.10861182519280205,6,Sunday,9.75,1,0,-5.700000000000003,Kandy-Digana,1,normal
2213,250,2022-10-16,11:51:14,12:41:41,Digana,Kandy,50.45,12.133333333333336,0.2405021473406013,6,Sunday,11.75,1,0,-7.116666666666667,Digana-Kandy,1,normal
2214,250,2022-10-16,13:30:26,14:17:03,Kandy,Digana,46.61666666666667,7.699999999999999,0.16517697533071146,6,Sunday,13.5,1,0,-10.950000000000003,Kandy-Digana,1,normal
2215,250,2022-10-16,15:38:37,16:28:55,Digana,Kandy,50.3,5.199999999999998,0.10337972166998009,6,Sunday,15.75,1,0,-7.266666666666673,Digana-Kandy,1,normal
2216,250,2022-10-16,18:28:42,19:13:43,Kandy,Digana,45.016666666666666,5.000000000000001,0.11106997408367274,6,Sunday,18.5,1,0,-12.550000000000004,Kandy-Digana,1,normal
2217,250,2022-10-20,06:21:35,07:17:11,Digana,Kandy,55.6,15.366666666666664,0.27637889688249395,3,Thursday,6.25,0,0,-1.9666666666666686,Digana-Kandy,-1,anomaly
2218,250,2022-10-20,07:51:28,08:38:24,Kandy,Digana,46.93333333333333,8.033333333333331,0.1711647727272727,3,Thursday,7.75,0,1,-10.63333333333334,Kandy-Digana,1,normal
2219,250,2022-10-20,10:58:34,11:43:38,Digana,Kandy,45.06666666666667,5.000000000000002,0.1109467455621302,3,Thursday,11.0,0,0,-12.5,Digana-Kandy,1,normal
2220,250,2022-10-20,12:21:59,13:11:38,Kandy,Digana,49.65,5.216666666666665,0.10506881503860353,3,Thursday,12.25,0,0,-7.916666666666671,Kandy-Digana,1,normal
2221,250,2022-10-20,14:20:56,15:08:04,Digana,Kandy,47.13333333333333,7.549999999999999,0.16018387553041016,3,Thursday,14.25,0,0,-10.433333333333337,Digana-Kandy,1,normal
2222,250,2022-10-20,15:51:24,16:39:05,Kandy,Digana,47.68333333333333,5.966666666666665,0.1251310730513806,3,Thursday,15.75,0,0,-9.88333333333334,Kandy-Digana,1,normal
2223,250,2022-10-21,06:11:29,07:01:35,Digana,Kandy,50.1,5.766666666666667,0.11510312707917499,4,Friday,6.25,0,0,-7.466666666666669,Digana-Kandy,1,normal
2224,250,2022-10-21,07:38:58,08:24:52,Kandy,Digana,45.9,5.050000000000001,0.11002178649237475,4,Friday,7.75,0,1,-11.666666666666671,Kandy-Digana,1,normal
2225,250,2022-10-21,09:27:50,10:13:17,Digana,Kandy,45.45,3.733333333333333,0.08214154748808213,4,Friday,9.5,0,0,-12.116666666666667,Digana-Kandy,1,normal
2226,250,2022-10-21,11:21:48,12:12:15,Kandy,Digana,50.45,5.266666666666665,0.10439378923026094,4,Friday,11.25,0,0,-7.116666666666667,Kandy-Digana,1,normal
2227,250,2022-10-21,13:00:15,13:53:29,Digana,Kandy,53.23333333333333,7.633333333333331,0.1433938634940513,4,Friday,13.0,0,0,-4.333333333333343,Digana-Kandy,1,normal
2228,250,2022-10-21,16:01:05,16:49:25,Kandy,Digana,48.333333333333336,3.9666666666666672,0.08206896551724138,4,Friday,16.0,0,1,-9.233333333333334,Kandy-Digana,1,normal
2230,250,2022-10-25,07:31:28,08:15:14,Kandy,Digana,43.766666666666666,4.666666666666667,0.10662604722010663,1,Tuesday,7.5,0,1,-13.800000000000004,Kandy-Digana,1,normal
2231,250,2022-10-25,10:30:29,11:15:05,Digana,Kandy,44.6,3.4833333333333334,0.078101644245142,1,Tuesday,10.5,0,0,-12.966666666666669,Digana-Kandy,1,normal
2232,250,2022-10-25,13:25:05,14:32:45,Kandy,Digana,67.66666666666667,20.183333333333334,0.2982758620689655,1,Tuesday,13.5,0,0,10.100000000000001,Kandy-Digana,-1,anomaly
2234,250,2022-10-26,07:11:09,08:02:01,Kandy,Digana,50.86666666666667,11.483333333333334,0.2257536041939712,2,Wednesday,7.25,0,1,-6.700000000000003,Kandy-Digana,-1,anomaly
2235,250,2022-10-26,10:21:19,11:03:18,Digana,Kandy,41.98333333333333,8.499999999999998,0.2024612941643509,2,Wednesday,10.25,0,0,-15.583333333333343,Digana-Kandy,1,normal
2236,250,2022-10-26,11:51:52,12:37:21,Kandy,Digana,45.48333333333333,6.499999999999999,0.14290949065591793,2,Wednesday,11.75,0,0,-12.083333333333343,Kandy-Digana,1,normal
2237,250,2022-10-26,14:40:58,15:26:07,Digana,Kandy,45.15,6.166666666666667,0.13658176448874124,2,Wednesday,14.75,0,0,-12.416666666666671,Digana-Kandy,1,normal
2238,250,2022-10-26,16:11:57,16:59:58,Kandy,Digana,48.016666666666666,7.716666666666667,0.1607080874696286,2,Wednesday,16.25,0,1,-9.550000000000004,Kandy-Digana,1,normal
2239,250,2022-10-28,09:21:14,10:04:02,Digana,Kandy,42.8,3.9,0.09112149532710281,4,Friday,9.25,0,0,-14.766666666666673,Digana-Kandy,1,normal
2240,250,2022-10-28,11:01:27,11:50:56,Kandy,Digana,49.48333333333333,5.116666666666667,0.10340181879420683,4,Friday,11.0,0,0,-8.083333333333343,Kandy-Digana,1,normal
2241,250,2022-10-28,13:51:02,14:40:59,Digana,Kandy,49.95,8.749999999999996,0.17517517517517509,4,Friday,13.75,0,0,-7.616666666666667,Digana-Kandy,1,normal
2242,250,2022-10-28,15:31:10,16:24:52,Kandy,Digana,53.7,7.083333333333334,0.1319056486654252,4,Friday,15.5,0,0,-3.866666666666667,Kandy-Digana,1,normal
2243,250,2022-10-29,09:30:35,10:15:27,Digana,Kandy,44.86666666666667,8.18333333333333,0.18239227340267453,5,Saturday,9.5,1,0,-12.700000000000003,Digana-Kandy,1,normal
2244,250,2022-10-29,11:01:51,11:54:06,Kandy,Digana,52.25,8.116666666666665,0.15534290271132373,5,Saturday,11.0,1,0,-5.31666666666667,Kandy-Digana,1,normal
2245,250,2022-10-29,14:40:57,15:37:16,Digana,Kandy,56.31666666666667,9.083333333333334,0.16129032258064516,5,Saturday,14.75,1,0,-1.25,Digana-Kandy,1,normal
2246,250,2022-10-29,16:31:17,17:22:52,Kandy,Digana,51.583333333333336,6.249999999999999,0.12116316639741516,5,Saturday,16.5,1,0,-5.983333333333334,Kandy-Digana,1,normal
2247,250,2022-10-30,08:31:04,09:14:28,Digana,Kandy,43.4,5.983333333333332,0.1378648233486943,6,Sunday,8.5,1,0,-14.166666666666671,Digana-Kandy,1,normal
2248,250,2022-10-30,09:41:15,10:32:51,Kandy,Digana,51.6,5.95,0.11531007751937984,6,Sunday,9.75,1,0,-5.966666666666669,Kandy-Digana,1,normal
2249,250,2022-10-30,13:00:56,13:44:58,Digana,Kandy,44.03333333333333,7.416666666666668,0.16843300529901592,6,Sunday,13.0,1,0,-13.533333333333339,Digana-Kandy,1,normal
2250,250,2022-10-30,14:11:16,15:00:08,Kandy,Digana,48.86666666666667,7.216666666666668,0.14768076398362895,6,Sunday,14.25,1,0,-8.700000000000003,Kandy-Digana,1,normal
2251,250,2022-10-31,08:01:11,08:43:54,Digana,Kandy,42.71666666666667,5.633333333333331,0.13187670698400306,0,Monday,8.0,0,1,-14.850000000000001,Digana-Kandy,1,normal
2252,250,2022-10-31,09:21:25,10:16:07,Kandy,Digana,54.7,8.033333333333333,0.14686166971358927,0,Monday,9.25,0,0,-2.866666666666667,Kandy-Digana,1,normal
2253,250,2022-10-31,11:19:58,12:09:56,Digana,Kandy,49.96666666666667,8.633333333333333,0.17278185456971312,0,Monday,11.25,0,0,-7.600000000000001,Digana-Kandy,1,normal
2254,250,2022-10-31,12:51:49,13:48:14,Kandy,Digana,56.41666666666666,14.466666666666663,0.25642540620384047,0,Monday,12.75,0,0,-1.1500000000000128,Kandy-Digana,1,normal
2255,250,2022-10-31,14:30:03,15:20:22,Digana,Kandy,50.31666666666667,6.399999999999999,0.12719443524345805,0,Monday,14.5,0,0,-7.25,Digana-Kandy,1,normal
2256,250,2022-10-31,16:01:20,16:47:12,Kandy,Digana,45.86666666666667,3.1,0.06758720930232558,0,Monday,16.0,0,1,-11.700000000000003,Kandy-Digana,1,normal
2257,250,2022-10-31,17:41:10,18:34:15,Digana,Kandy,53.083333333333336,9.733333333333334,0.18335949764521195,0,Monday,17.75,0,1,-4.483333333333334,Digana-Kandy,1,normal
2258,262,2022-10-02,07:09:52,07:59:02,Kandy,Digana,49.16666666666666,2.7500000000000013,0.05593220338983055,6,Sunday,7.25,1,0,-8.400000000000013,Kandy-Digana,1,normal
2259,262,2022-10-02,10:01:40,11:01:37,Digana,Kandy,59.95,16.21666666666667,0.2705031971087017,6,Sunday,10.0,1,0,2.383333333333333,Digana-Kandy,-1,anomaly
2260,262,2022-10-02,12:21:26,13:07:43,Kandy,Digana,46.28333333333333,5.833333333333333,0.12603528988116672,6,Sunday,12.25,1,0,-11.283333333333339,Kandy-Digana,1,normal
2261,262,2022-10-02,14:11:41,15:01:39,Digana,Kandy,49.96666666666667,7.066666666666665,0.1414276184122748,6,Sunday,14.25,1,0,-7.600000000000001,Digana-Kandy,1,normal
2262,262,2022-10-02,17:30:30,18:16:23,Kandy,Digana,45.88333333333333,4.6,0.10025426807119506,6,Sunday,17.5,1,0,-11.683333333333337,Kandy-Digana,1,normal
2263,262,2022-10-02,18:41:55,19:16:54,Digana,Kandy,34.983333333333334,2.016666666666667,0.05764649833253931,6,Sunday,18.75,1,0,-22.583333333333336,Digana-Kandy,-1,anomaly
2264,262,2022-10-03,06:31:23,07:29:35,Kandy,Digana,58.2,12.233333333333333,0.2101947308132875,0,Monday,6.5,0,0,0.6333333333333329,Kandy-Digana,1,normal
